File,BPM
country.00076.wav,144
country.00077.wav,185
country.00078.wav,66
country.00079.wav,81
country.00080.wav,99
country.00081.wav,89
country.00082.wav,117
country.00083.wav,144
country.00084.wav,86
country.00085.wav,74
country.00086.wav,117
country.00087.wav,144
country.00088.wav,103
country.00089.wav,144
country.00090.wav,136
country.00091.wav,117
country.00092.wav,161
country.00093.wav,86
country.00094.wav,112
country.00095.wav,89
country.00096.wav,117
country.00097.wav,112
country.00098.wav,117
country.00099.wav,144
disco.00000.wav,117
disco.00001.wav,117
disco.00002.wav,92
disco.00003.wav,129
disco.00004.wav,123
disco.00005.wav,108
disco.00006.wav,123
disco.00007.wav,129
disco.00008.wav,123
disco.00009.wav,129
disco.00010.wav,108
disco.00011.wav,96
disco.00012.wav,112
disco.00013.wav,185
disco.00014.wav,103
disco.00015.wav,123
disco.00016.wav,123
disco.00017.wav,123
disco.00018.wav,123
disco.00019.wav,117
disco.00020.wav,161
disco.00021.wav,108
disco.00022.wav,123
disco.00023.wav,112
disco.00024.wav,129
disco.00025.wav,123
disco.00026.wav,117
disco.00027.wav,112
disco.00028.wav,123
disco.00029.wav,103
disco.00030.wav,136
disco.00031.wav,123
disco.00032.wav,112
disco.00033.wav,129
disco.00034.wav,129
disco.00035.wav,123
disco.00036.wav,136
disco.00037.wav,129
disco.00038.wav,123
disco.00039.wav,112
disco.00040.wav,136
disco.00041.wav,161
disco.00042.wav,103
disco.00043.wav,129
disco.00044.wav,123
disco.00045.wav,123
disco.00046.wav,123
disco.00047.wav,123
disco.00048.wav,99
disco.00049.wav,123
disco.00050.wav,108
disco.00051.wav,108
disco.00052.wav,123
disco.00053.wav,136
disco.00054.wav,112
disco.00055.wav,129
disco.00056.wav,89
disco.00057.wav,117
disco.00058.wav,129
disco.00059.wav,123
disco.00060.wav,129
disco.00061.wav,123
disco.00062.wav,108
disco.00063.wav,129
disco.00064.wav,123
disco.00065.wav,129
disco.00066.wav,136
disco.00067.wav,99
disco.00068.wav,108
disco.00069.wav,108
disco.00070.wav,108
disco.00071.wav,112
disco.00072.wav,136
disco.00073.wav,112
disco.00074.wav,112
disco.00075.wav,136
disco.00076.wav,129
disco.00077.wav,117
disco.00078.wav,129
disco.00079.wav,123
disco.00080.wav,99
disco.00081.wav,86
disco.00082.wav,123
disco.00083.wav,117
disco.00084.wav,112
disco.00085.wav,123
disco.00086.wav,123
disco.00087.wav,108
disco.00088.wav,123
disco.00089.wav,129
disco.00090.wav,129
disco.00091.wav,99
disco.00092.wav,117
disco.00093.wav,108
disco.00094.wav,136
disco.00095.wav,123
disco.00096.wav,103
disco.00097.wav,129
disco.00098.wav,123
disco.00099.wav,123
hiphop.00000.wav,117
hiphop.00001.wav,92
hiphop.00002.wav,99
hiphop.00003.wav,92
hiphop.00004.wav,96
hiphop.00005.wav,72
hiphop.00006.wav,99
hiphop.00007.wav,123
hiphop.00008.wav,172
hiphop.00009.wav,103
hiphop.00010.wav,96
hiphop.00011.wav,136
hiphop.00012.wav,99
hiphop.00013.wav,103
hiphop.00014.wav,136
hiphop.00015.wav,199
hiphop.00016.wav,99
hiphop.00017.wav,99
hiphop.00018.wav,144
hiphop.00019.wav,99
hiphop.00020.wav,117
hiphop.00021.wav,99
hiphop.00022.wav,99
hiphop.00023.wav,92
hiphop.00024.wav,103
hiphop.00025.wav,108
hiphop.00026.wav,103
hiphop.00027.wav,92
hiphop.00028.wav,92
hiphop.00029.wav,123
hiphop.00030.wav,89
hiphop.00031.wav,99
hiphop.00032.wav,99
hiphop.00033.wav,96
hiphop.00034.wav,199
hiphop.00035.wav,144
hiphop.00036.wav,117
hiphop.00037.wav,144
hiphop.00038.wav,185
hiphop.00039.wav,185
hiphop.00040.wav,81
hiphop.00041.wav,92
hiphop.00042.wav,92
hiphop.00043.wav,89
hiphop.00044.wav,117
hiphop.00045.wav,185
hiphop.00046.wav,96
hiphop.00047.wav,96
hiphop.00048.wav,96
hiphop.00049.wav,129
hiphop.00050.wav,99
hiphop.00051.wav,103
hiphop.00052.wav,103
hiphop.00053.wav,108
hiphop.00054.wav,112
hiphop.00055.wav,108
hiphop.00056.wav,99
hiphop.00057.wav,89
hiphop.00058.wav,172
hiphop.00059.wav,92
hiphop.00060.wav,185
hiphop.00061.wav,185
hiphop.00062.wav,92
hiphop.00063.wav,92
hiphop.00064.wav,86
hiphop.00065.wav,96
hiphop.00066.wav,92
hiphop.00067.wav,96
hiphop.00068.wav,96
hiphop.00069.wav,129
hiphop.00070.wav,96
hiphop.00071.wav,96
hiphop.00072.wav,99
hiphop.00073.wav,92
hiphop.00074.wav,99
hiphop.00075.wav,92
hiphop.00076.wav,96
hiphop.00077.wav,117
hiphop.00078.wav,96
hiphop.00079.wav,103
hiphop.00080.wav,96
hiphop.00081.wav,103
hiphop.00082.wav,108
hiphop.00083.wav,103
hiphop.00084.wav,112
hiphop.00085.wav,112
hiphop.00086.wav,99
hiphop.00087.wav,136
hiphop.00088.wav,117
hiphop.00089.wav,123
hiphop.00090.wav,152
hiphop.00091.wav,103
hiphop.00092.wav,112
hiphop.00093.wav,117
hiphop.00094.wav,152
hiphop.00095.wav,112
hiphop.00096.wav,108
hiphop.00097.wav,152
hiphop.00098.wav,108
hiphop.00099.wav,108
jazz.00000.wav,123
jazz.00001.wav,136
jazz.00002.wav,152
jazz.00003.wav,92
jazz.00004.wav,65
jazz.00005.wav,108
jazz.00006.wav,136
jazz.00007.wav,62
jazz.00008.wav,108
jazz.00009.wav,108
jazz.00010.wav,112
jazz.00011.wav,99
jazz.00012.wav,112
jazz.00013.wav,99
jazz.00014.wav,129
jazz.00015.wav,117
jazz.00016.wav,74
jazz.00017.wav,215
jazz.00018.wav,103
jazz.00019.wav,185
jazz.00020.wav,108
jazz.00021.wav,123
jazz.00022.wav,129
jazz.00023.wav,86
jazz.00024.wav,103
jazz.00025.wav,103
jazz.00026.wav,152
jazz.00027.wav,144
jazz.00028.wav,99
jazz.00029.wav,112
jazz.00030.wav,215
jazz.00031.wav,112
jazz.00032.wav,129
jazz.00033.wav,96
jazz.00034.wav,96
jazz.00035.wav,72
jazz.00036.wav,123
jazz.00037.wav,96
jazz.00038.wav,152
jazz.00039.wav,99
jazz.00040.wav,99
jazz.00041.wav,96
jazz.00042.wav,74
jazz.00043.wav,152
jazz.00044.wav,103
jazz.00045.wav,74
jazz.00046.wav,108
jazz.00047.wav,70
jazz.00048.wav,129
jazz.00049.wav,185
jazz.00050.wav,152
jazz.00051.wav,96
jazz.00052.wav,108
jazz.00053.wav,96
jazz.00055.wav,72
jazz.00056.wav,123
jazz.00057.wav,96
jazz.00058.wav,123
jazz.00059.wav,108
jazz.00060.wav,96
jazz.00061.wav,172
jazz.00062.wav,152
jazz.00063.wav,123
jazz.00064.wav,99
jazz.00065.wav,99
jazz.00066.wav,129
jazz.00067.wav,99
jazz.00068.wav,74
jazz.00069.wav,152
jazz.00070.wav,103
jazz.00071.wav,152
jazz.00072.wav,108
jazz.00073.wav,112
jazz.00074.wav,83
jazz.00075.wav,103
jazz.00076.wav,117
jazz.00077.wav,185
jazz.00078.wav,81
jazz.00079.wav,108
jazz.00080.wav,136
jazz.00081.wav,117
jazz.00082.wav,99
jazz.00083.wav,108
jazz.00084.wav,123
jazz.00085.wav,81
jazz.00086.wav,136
jazz.00087.wav,136
jazz.00088.wav,129
jazz.00089.wav,117
jazz.00090.wav,136
jazz.00091.wav,83
jazz.00092.wav,117
jazz.00093.wav,83
jazz.00094.wav,123
jazz.00095.wav,117
jazz.00096.wav,136
jazz.00097.wav,86
jazz.00098.wav,81
jazz.00099.wav,136
metal.00000.wav,96
metal.00001.wav,78
metal.00002.wav,112
metal.00003.wav,99
metal.00004.wav,136
metal.00005.wav,152
metal.00006.wav,123
metal.00007.wav,152
metal.00008.wav,117
metal.00009.wav,112
metal.00010.wav,185
metal.00011.wav,161
metal.00012.wav,172
metal.00013.wav,136
metal.00014.wav,152
metal.00015.wav,172
metal.00016.wav,92
metal.00017.wav,108
metal.00018.wav,99
metal.00019.wav,112
metal.00020.wav,99
metal.00021.wav,108
metal.00022.wav,136
metal.00023.wav,144
metal.00024.wav,112
metal.00025.wav,136
metal.00026.wav,129
metal.00027.wav,129
metal.00028.wav,136
metal.00029.wav,123
metal.00030.wav,129
metal.00031.wav,136
metal.00032.wav,117
metal.00033.wav,123
metal.00034.wav,161
metal.00035.wav,117
metal.00036.wav,144
metal.00037.wav,136
metal.00038.wav,96
metal.00039.wav,117
metal.00040.wav,108
metal.00041.wav,117
metal.00042.wav,129
metal.00043.wav,96
metal.00044.wav,117
metal.00045.wav,62
metal.00046.wav,117
metal.00047.wav,103
metal.00048.wav,108
metal.00049.wav,99
metal.00050.wav,112
metal.00051.wav,108
metal.00052.wav,161
metal.00053.wav,123
metal.00054.wav,123
metal.00055.wav,172
metal.00056.wav,108
metal.00057.wav,129
metal.00058.wav,144
metal.00059.wav,99
metal.00060.wav,89
metal.00061.wav,108
metal.00062.wav,117
metal.00063.wav,129
metal.00064.wav,96
metal.00065.wav,117
metal.00066.wav,62
metal.00067.wav,136
metal.00068.wav,161
metal.00069.wav,161
metal.00070.wav,117
metal.00071.wav,86
metal.00072.wav,123
metal.00073.wav,144
metal.00074.wav,123
metal.00075.wav,112
metal.00076.wav,144
metal.00077.wav,152
metal.00078.wav,99
metal.00079.wav,123
metal.00080.wav,161
metal.00081.wav,152
metal.00082.wav,123
metal.00083.wav,117
metal.00084.wav,152
metal.00085.wav,103
metal.00086.wav,123
metal.00087.wav,96
metal.00088.wav,117
metal.00089.wav,152
metal.00090.wav,89
metal.00091.wav,92
metal.00092.wav,117
metal.00093.wav,172
metal.00094.wav,161
metal.00095.wav,152
metal.00096.wav,161
metal.00097.wav,112
metal.00098.wav,152
metal.00099.wav,144
pop.00000.wav,89
pop.00001.wav,108
pop.00002.wav,83
pop.00003.wav,92
pop.00004.wav,108
pop.00005.wav,172
pop.00006.wav,92
pop.00007.wav,129
pop.00008.wav,172
pop.00009.wav,108
pop.00010.wav,108
pop.00011.wav,123
pop.00012.wav,99
pop.00013.wav,144
pop.00014.wav,117
pop.00015.wav,103
pop.00016.wav,108
pop.00017.wav,108
pop.00018.wav,123
pop.00019.wav,92
pop.00020.wav,108
pop.00021.wav,99
pop.00022.wav,103
pop.00023.wav,103
pop.00024.wav,117
pop.00025.wav,152
pop.00026.wav,76
pop.00027.wav,83
pop.00028.wav,99
pop.00029.wav,161
pop.00030.wav,96
pop.00031.wav,96
pop.00032.wav,96
pop.00033.wav,99
pop.00034.wav,96
pop.00035.wav,108
pop.00036.wav,99
pop.00037.wav,103
pop.00038.wav,92
pop.00039.wav,83
pop.00040.wav,129
pop.00041.wav,108
pop.00042.wav,92
pop.00043.wav,136
pop.00044.wav,117
pop.00045.wav,117
pop.00046.wav,117
pop.00047.wav,112
pop.00048.wav,129
pop.00049.wav,59
pop.00050.wav,144
pop.00051.wav,112
pop.00052.wav,103
pop.00053.wav,161
pop.00054.wav,129
pop.00055.wav,103
pop.00056.wav,89
pop.00057.wav,103
pop.00058.wav,99
pop.00059.wav,89
pop.00060.wav,129
pop.00061.wav,96
pop.00062.wav,161
pop.00063.wav,81
pop.00064.wav,129
pop.00065.wav,117
pop.00066.wav,81
pop.00067.wav,112
pop.00068.wav,129
pop.00069.wav,108
pop.00070.wav,123
pop.00071.wav,112
pop.00072.wav,117
pop.00073.wav,129
pop.00074.wav,83
pop.00075.wav,96
pop.00076.wav,215
pop.00077.wav,112
pop.00078.wav,103
pop.00079.wav,112
pop.00080.wav,112
pop.00081.wav,144
pop.00082.wav,129
pop.00083.wav,123
pop.00084.wav,99
pop.00085.wav,117
pop.00086.wav,129
pop.00087.wav,103
pop.00088.wav,99
pop.00089.wav,99
pop.00090.wav,103
pop.00091.wav,117
pop.00092.wav,108
pop.00093.wav,136
pop.00094.wav,152
pop.00095.wav,103
pop.00096.wav,92
pop.00097.wav,99
pop.00098.wav,117
pop.00099.wav,78
reggae.00000.wav,123
reggae.00001.wav,152
reggae.00002.wav,103
reggae.00003.wav,144
reggae.00004.wav,123
reggae.00005.wav,161
reggae.00006.wav,76
reggae.00007.wav,152
reggae.00008.wav,96
reggae.00009.wav,161
reggae.00010.wav,117
reggae.00011.wav,123
reggae.00012.wav,129
reggae.00013.wav,123
reggae.00014.wav,129
reggae.00015.wav,129
reggae.00016.wav,144
reggae.00017.wav,129
reggae.00018.wav,152
reggae.00019.wav,144
reggae.00020.wav,129
reggae.00021.wav,152
reggae.00022.wav,152
reggae.00023.wav,129
reggae.00024.wav,136
reggae.00025.wav,123
reggae.00026.wav,136
reggae.00027.wav,136
reggae.00028.wav,78
reggae.00029.wav,152
reggae.00030.wav,76
reggae.00031.wav,161
reggae.00032.wav,152
reggae.00033.wav,89
reggae.00034.wav,185
reggae.00035.wav,108
reggae.00036.wav,86
reggae.00037.wav,152
reggae.00038.wav,96
reggae.00039.wav,152
reggae.00040.wav,92
reggae.00041.wav,144
reggae.00042.wav,123
reggae.00043.wav,152
reggae.00044.wav,172
reggae.00045.wav,161
reggae.00046.wav,172
reggae.00047.wav,144
reggae.00048.wav,89
reggae.00049.wav,96
reggae.00050.wav,96
reggae.00051.wav,86
reggae.00052.wav,99
reggae.00053.wav,76
reggae.00054.wav,144
reggae.00055.wav,129
reggae.00056.wav,161
reggae.00057.wav,96
reggae.00058.wav,123
reggae.00059.wav,152
reggae.00060.wav,112
reggae.00061.wav,92
reggae.00062.wav,152
reggae.00063.wav,185
reggae.00064.wav,172
reggae.00065.wav,89
reggae.00066.wav,161
reggae.00067.wav,83
reggae.00068.wav,136
reggae.00069.wav,144
reggae.00070.wav,172
reggae.00071.wav,144
reggae.00072.wav,112
reggae.00073.wav,83
reggae.00074.wav,172
reggae.00075.wav,144
reggae.00076.wav,161
reggae.00077.wav,144
reggae.00078.wav,161
reggae.00079.wav,152
reggae.00080.wav,99
reggae.00081.wav,99
reggae.00082.wav,99
reggae.00083.wav,129
reggae.00084.wav,199
reggae.00085.wav,86
reggae.00086.wav,129
reggae.00087.wav,83
reggae.00088.wav,108
reggae.00089.wav,152
reggae.00090.wav,152
reggae.00091.wav,144
reggae.00092.wav,144
reggae.00093.wav,89
reggae.00094.wav,129
reggae.00095.wav,123
reggae.00096.wav,89
reggae.00097.wav,161
reggae.00098.wav,123
reggae.00099.wav,117
rock.00000.wav,123
rock.00001.wav,152
rock.00002.wav,108
rock.00003.wav,96
rock.00004.wav,103
rock.00005.wav,99
rock.00006.wav,112
rock.00007.wav,89
rock.00008.wav,89
rock.00009.wav,76
rock.00010.wav,161
rock.00011.wav,117
rock.00012.wav,112
rock.00013.wav,123
rock.00014.wav,117
rock.00015.wav,136
rock.00016.wav,144
rock.00017.wav,123
rock.00018.wav,117
rock.00019.wav,117
rock.00020.wav,99
rock.00021.wav,185
rock.00022.wav,199
rock.00023.wav,74
rock.00024.wav,74
rock.00025.wav,103
rock.00026.wav,112
rock.00027.wav,152
rock.00028.wav,136
rock.00029.wav,123
rock.00030.wav,117
rock.00031.wav,117
rock.00032.wav,92
rock.00033.wav,117
rock.00034.wav,136
rock.00035.wav,129
rock.00036.wav,136
rock.00037.wav,129
rock.00038.wav,136
rock.00039.wav,144
rock.00040.wav,112
rock.00041.wav,117
rock.00042.wav,161
rock.00043.wav,89
rock.00044.wav,92
rock.00045.wav,152
rock.00046.wav,103
rock.00047.wav,108
rock.00048.wav,129
rock.00049.wav,112
rock.00050.wav,123
rock.00051.wav,172
rock.00052.wav,129
rock.00053.wav,117
rock.00054.wav,108
rock.00055.wav,129
rock.00056.wav,136
rock.00057.wav,123
rock.00058.wav,136
rock.00059.wav,117
rock.00060.wav,89
rock.00061.wav,81
rock.00062.wav,123
rock.00063.wav,76
rock.00064.wav,152
rock.00065.wav,123
rock.00066.wav,76
rock.00067.wav,103
rock.00068.wav,123
rock.00069.wav,172
rock.00070.wav,172
rock.00071.wav,112
rock.00072.wav,103
rock.00073.wav,96
rock.00074.wav,112
rock.00075.wav,117
rock.00076.wav,96
rock.00077.wav,108
rock.00078.wav,99
rock.00079.wav,123
rock.00080.wav,117
rock.00081.wav,117
rock.00082.wav,99
rock.00083.wav,123
rock.00084.wav,129
rock.00085.wav,185
rock.00086.wav,129
rock.00087.wav,129
rock.00088.wav,92
rock.00089.wav,108
rock.00090.wav,123
rock.00091.wav,144
rock.00092.wav,129
rock.00093.wav,103
rock.00094.wav,112
rock.00095.wav,103
rock.00096.wav,117
rock.00097.wav,129
rock.00098.wav,74
rock.00099.wav,123
