filename,genre,title,artist,tempo,keys,loudness,filepath
blues.00010.wav,blues,Lonely Boy Boogie,John Lee Hooker,161.4990234375,"{'F major': 9.58, 'F minor': 7.92, 'C major': 7.51}",-51.79,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00010.wav
blues.00011.wav,blues,It Serves You Right To Suffer,John Lee Hooker,161.4990234375,"{'E major': 12.26, 'E minor': 12.03, 'A minor': 6.74}",-57.34,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00011.wav
blues.00012.wav,blues,Cross Road Blues,Robert Johnson,184.5703125,"{'B major': 12.8, 'B minor': 11.67, 'F# major': 7.27}",-50.24,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00012.wav
blues.00013.wav,blues,Terraplane Blues,Robert Johnson,107.666015625,"{'B minor': 12.17, 'B major': 12.0, 'G# minor': 6.36}",-53.74,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00013.wav
blues.00014.wav,blues,Come On In My Kitchen,Robert Johnson,151.99908088235293,"{'B minor': 17.59, 'B major': 12.07, 'F# major': 8.3}",-61.62,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00014.wav
blues.00015.wav,blues,Walkin' Blues,Robert Johnson,99.38401442307692,"{'B major': 12.43, 'B minor': 11.38, 'E major': 7.84}",-56.35,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00015.wav
blues.00016.wav,blues,Last Fair Deal Gone Down,Robert Johnson,198.76802884615384,"{'A major': 11.22, 'A minor': 8.73, 'E major': 8.05}",-53.38,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00016.wav
blues.00017.wav,blues,32-20 Blues,Robert Johnson,172.265625,"{'A minor': 11.01, 'A major': 10.09, 'F# minor': 9.15}",-54.69,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00017.wav
blues.00018.wav,blues,Kindhearted Woman Blues,Robert Johnson,83.35433467741936,"{'F# minor': 8.92, 'B major': 8.75, 'F# major': 8.4}",-57.62,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00018.wav
blues.00019.wav,blues,If I Had Possession Over Judgement Day,Robert Johnson,123.046875,"{'A major': 12.5, 'A minor': 9.43, 'C# minor': 8.01}",-53.81,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00019.wav
blues.00020.wav,blues,Preaching Blues,Robert Johnson,135.99917763157896,"{'E major': 9.12, 'E minor': 8.83, 'B major': 7.81}",-51.97,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00020.wav
blues.00021.wav,blues,When You Got a Good Friend,Robert Johnson,99.38401442307692,"{'F# major': 11.16, 'F# minor': 10.06, 'B major': 8.31}",-54.9,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00021.wav
blues.00022.wav,blues,Rambling on My Mind,Robert Johnson,95.703125,"{'F# major': 11.59, 'F# minor': 7.99, 'C# major': 7.76}",-55.28,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00022.wav
blues.00023.wav,blues,Stones In My Passway,Robert Johnson,184.5703125,"{'A minor': 10.87, 'A major': 9.93, 'F major': 6.59}",-52.35,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00023.wav
blues.00024.wav,blues,Traveling Riverside Blues,Robert Johnson,103.359375,"{'A# minor': 9.65, 'A# major': 8.82, 'B minor': 8.24}",-56.31,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00024.wav
blues.00025.wav,blues,Milkcow's Calf Blues,Robert Johnson,92.28515625,"{'B minor': 8.54, 'A# major': 8.23, 'A# minor': 7.52}",-58.24,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00025.wav
blues.00026.wav,blues,Me and the Devil Blues,Robert Johnson,83.35433467741936,"{'B minor': 10.91, 'B major': 10.03, 'G# minor': 6.13}",-63.64,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00026.wav
blues.00027.wav,blues,Hell Hound On My Trail,Robert Johnson,92.28515625,"{'B minor': 11.16, 'B major': 10.96, 'E major': 8.45}",-51.91,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00027.wav
blues.00028.wav,blues,Traveling Riverside Blues,Robert Johnson,103.359375,"{'A# major': 9.41, 'A# minor': 9.28, 'F major': 7.54}",-55.23,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00028.wav
blues.00029.wav,blues,House Carpenter,Kelly Joe Phelps,129.19921875,"{'D minor': 11.83, 'D major': 10.42, 'G minor': 7.61}",-54.49,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00029.wav
blues.00030.wav,blues,River Rat Jimmy,Kelly Joe Phelps,151.99908088235293,"{'F minor': 10.85, 'F major': 9.82, 'C major': 6.7}",-52.9,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00030.wav
blues.00031.wav,blues,Hobo's Son,Kelly Joe Phelps,151.99908088235293,"{'D major': 11.74, 'D minor': 8.34, 'G minor': 7.6}",-53.22,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00031.wav
blues.00032.wav,blues,Katy,Kelly Joe Phelps,143.5546875,"{'C major': 8.43, 'C minor': 7.78, 'G minor': 7.53}",-57.84,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00032.wav
blues.00033.wav,blues,Wandering Away,Kelly Joe Phelps,151.99908088235293,"{'F major': 12.03, 'F minor': 9.35, 'A# minor': 7.12}",-54.07,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00033.wav
blues.00034.wav,blues,Dock Boggs Country Blues,Kelly Joe Phelps,184.5703125,"{'D minor': 12.72, 'D major': 10.93, 'A major': 7.36}",-51.9,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00034.wav
blues.00035.wav,blues,Capman Bootman,Kelly Joe Phelps,129.19921875,"{'F# major': 7.43, 'G# minor': 7.3, 'B major': 6.97}",-49.33,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00035.wav
blues.00036.wav,blues,Train Carried My Girl from Town,Kelly Joe Phelps,151.99908088235293,"{'F major': 11.12, 'F minor': 9.05, 'A# major': 7.87}",-52.78,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00036.wav
blues.00037.wav,blues,Piece by Piece,Kelly Joe Phelps,123.046875,"{'F minor': 15.2, 'F major': 10.75, 'C major': 8.71}",-60.51,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00037.wav
blues.00038.wav,blues,Many a Time,Kelly Joe Phelps,86.1328125,"{'D# minor': 9.41, 'D# major': 8.95, 'G# minor': 6.38}",-50.88,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00038.wav
blues.00039.wav,blues,Goodnight Irene,Kelly Joe Phelps,117.45383522727272,"{'F major': 11.71, 'F minor': 8.41, 'A# minor': 7.49}",-61.59,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00039.wav
blues.00040.wav,blues,Love Struck Baby,Stevie Ray Vaughan & Double Trouble,172.265625,"{'G# major': 11.45, 'G# minor': 9.01, 'C# major': 8.1}",-37.84,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00040.wav
blues.00041.wav,blues,Pride and Joy,Stevie Ray Vaughan & Double Trouble,129.19921875,"{'D# major': 12.0, 'D# minor': 7.99, 'G# minor': 7.27}",-38.38,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00041.wav
blues.00042.wav,blues,Texas Flood,Stevie Ray Vaughan & Double Trouble,89.10290948275862,"{'B major': 11.01, 'F# major': 10.04, 'B minor': 7.95}",-43.51,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00042.wav
blues.00043.wav,blues,Tell Me,Stevie Ray Vaughan & Double Trouble,129.19921875,"{'B major': 10.79, 'E minor': 9.88, 'E major': 7.61}",-38.34,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00043.wav
blues.00044.wav,blues,Testify,Stevie Ray Vaughan & Double Trouble,135.99917763157896,"{'D# major': 11.71, 'D# minor': 8.65, 'G# major': 7.64}",-38.98,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00044.wav
blues.00045.wav,blues,Rude Mood,Stevie Ray Vaughan & Double Trouble,129.19921875,"{'D# major': 8.41, 'A# minor': 7.54, 'D# minor': 7.37}",-45.19,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00045.wav
blues.00046.wav,blues,Mary Had A Little Lamb,Stevie Ray Vaughan and Double Trouble,123.046875,"{'D# major': 11.19, 'G# minor': 9.25, 'G# major': 8.38}",-45.47,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00046.wav
blues.00047.wav,blues,Dirty Pool,Stevie Ray Vaughan and Double Trouble,151.99908088235293,"{'C# minor': 10.39, 'C# major': 9.02, 'F# minor': 7.81}",-43.97,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00047.wav
blues.00048.wav,blues,I'm Cryin',Stevie Ray Vaughan & Double Trouble,123.046875,"{'D# major': 10.24, 'D# minor': 8.62, 'G# major': 6.82}",-38.01,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00048.wav
blues.00049.wav,blues,Lenny,Stevie Ray Vaughan and Double Trouble,123.046875,"{'A# minor': 9.15, 'D# minor': 8.44, 'D# major': 7.67}",-50.07,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00049.wav
blues.00050.wav,blues,What's Wrong,Magic Slim & The Teardrops,135.99917763157896,"{'B major': 11.14, 'E minor': 8.75, 'E major': 8.65}",-39.69,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00050.wav
blues.00051.wav,blues,Snakebite,Magic Slim & The Teardrops,99.38401442307692,"{'E major': 12.66, 'E minor': 10.2, 'G# minor': 6.55}",-35.78,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00051.wav
blues.00052.wav,blues,Just Before You Go,Magic Slim & The Teardrops,151.99908088235293,"{'G major': 10.23, 'C major': 9.03, 'G minor': 8.11}",-52.87,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00052.wav
blues.00053.wav,blues,Key To Your Door,Magic Slim & The Teardrops,103.359375,"{'G# major': 11.2, 'G# minor': 9.47, 'C# minor': 8.3}",-38.67,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00053.wav
blues.00054.wav,blues,Shake It,Magic Slim & The Teardrops,89.10290948275862,"{'A major': 11.06, 'D major': 8.25, 'D minor': 7.63}",-37.33,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00054.wav
blues.00055.wav,blues,I Ain't Looking For No Love,Magic Slim & The Teardrops,135.99917763157896,"{'G major': 11.63, 'G minor': 10.5, 'C major': 9.01}",-40.93,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00055.wav
blues.00056.wav,blues,Country Boy,Magic Slim & The Teardrops,161.4990234375,"{'E minor': 12.06, 'E major': 9.53, 'A minor': 8.8}",-46.97,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00056.wav
blues.00057.wav,blues,Lump On Your Stump,Magic Slim & The Teardrops,92.28515625,"{'B major': 11.53, 'E minor': 9.38, 'E major': 8.22}",-41.12,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00057.wav
blues.00058.wav,blues,Lonesome Trouble,Magic Slim & The Teardrops,107.666015625,"{'C# minor': 8.78, 'C# major': 8.33, 'G# major': 8.3}",-41.43,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00058.wav
blues.00059.wav,blues,The Man You Need,Magic Slim & The Teardrops,107.666015625,"{'G major': 10.28, 'G minor': 7.47, 'C major': 7.37}",-42.21,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00059.wav
blues.00060.wav,blues,Mind Your Own Business,Magic Slim & The Teardrops,151.99908088235293,"{'A major': 11.22, 'A minor': 9.13, 'D major': 7.34}",-37.3,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00060.wav
blues.00061.wav,blues,Boppin' The Rock,Clifton Chenier,129.19921875,"{'D# major': 8.68, 'A# major': 7.2, 'G# major': 7.15}",-34.89,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00061.wav
blues.00062.wav,blues,The Things I Did For You,Clifton Chenier,112.34714673913044,"{'F minor': 10.54, 'F major': 7.35, 'C# major': 6.96}",-40.28,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00062.wav
blues.00063.wav,blues,Yesterday,Clifton Chenier,92.28515625,"{'C minor': 9.43, 'F major': 9.33, 'F minor': 7.88}",-39.07,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00063.wav
blues.00064.wav,blues,Squeeze Box Boogie,Clifton Chenier,78.30255681818181,"{'F major': 9.22, 'F minor': 8.83, 'C major': 8.1}",-33.5,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00064.wav
blues.00065.wav,blues,I'm On My Way (Part 1),Clifton Chenier,107.666015625,"{'C major': 10.6, 'C minor': 10.48, 'G major': 6.55}",-35.29,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00065.wav
blues.00066.wav,blues,Ay-Te Te Fee,Clifton Chenier,161.4990234375,"{'B minor': 9.72, 'G major': 9.67, 'D major': 9.15}",-38.21,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00066.wav
blues.00067.wav,blues,All Night Long,Clifton Chenier,161.4990234375,"{'G major': 10.86, 'G minor': 8.43, 'C minor': 8.34}",-36.45,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00067.wav
blues.00068.wav,blues,Opelousas Hop,Clifton Chenier,161.4990234375,"{'F major': 10.2, 'F minor': 8.14, 'A# minor': 7.27}",-37.41,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00068.wav
blues.00069.wav,blues,I'm On My Way (Part 2),Clifton Chenier,78.30255681818181,"{'G minor': 8.37, 'G major': 7.98, 'C major': 7.11}",-38.02,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00069.wav
blues.00070.wav,blues,Think It Over,Clifton Chenier,143.5546875,"{'F# major': 12.97, 'A# minor': 8.82, 'B minor': 7.99}",-39.64,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00070.wav
blues.00071.wav,blues,Zodico Stomp,Clifton Chenier,73.828125,"{'F major': 10.03, 'F minor': 9.57, 'C major': 8.0}",-33.93,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00071.wav
blues.00072.wav,blues,The Cats Dreamin',Clifton Chenier,103.359375,"{'G major': 11.97, 'E minor': 8.99, 'G minor': 7.53}",-35.95,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00072.wav
blues.00073.wav,blues,I Bought A Raccoon,Buckwheat Zydeco,99.38401442307692,"{'D# major': 9.71, 'G# major': 6.7, 'D# minor': 6.46}",-38.85,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00073.wav
blues.00074.wav,blues,"Bim Bam, Thank You Mam",Buckwheat Zydeco,112.34714673913044,"{'D# major': 9.48, 'D# minor': 7.52, 'A# major': 6.96}",-42.19,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00074.wav
blues.00075.wav,blues,Ya Ya,Buckwheat Zydeco,117.45383522727272,"{'C major': 10.82, 'F major': 10.21, 'F minor': 9.01}",-40.38,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00075.wav
blues.00076.wav,blues,Buck's Nouvelle Jole Blon,Buckwheat Zydeco,117.45383522727272,"{'A# major': 11.2, 'D# minor': 9.37, 'D# major': 8.5}",-36.92,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00076.wav
blues.00077.wav,blues,On A Night Like This,Buckwheat Zydeco,99.38401442307692,"{'F minor': 8.94, 'F major': 8.89, 'C major': 7.68}",-35.42,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00077.wav
blues.00078.wav,blues,Hot Tamale Baby,Buckwheat Zydeco,123.046875,"{'D# major': 10.56, 'G# minor': 9.47, 'D# minor': 8.77}",-34.1,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00078.wav
blues.00079.wav,blues,Ma Tit Fille,Buckwheat Zydeco,78.30255681818181,"{'D# minor': 11.76, 'D# major': 9.08, 'B major': 7.71}",-33.86,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00079.wav
blues.00080.wav,blues,Hey Good Lookin',Buckwheat Zydeco,117.45383522727272,"{'C minor': 9.73, 'G major': 8.85, 'C major': 8.69}",-40.21,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00080.wav
blues.00081.wav,blues,Buck's Hot Rod,Buckwheat Zydeco,103.359375,"{'G major': 10.73, 'B minor': 7.63, 'D major': 7.16}",-34.64,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00081.wav
blues.00082.wav,blues,Why Does Love Got To Be So Sad,Buckwheat Zydeco,123.046875,"{'A major': 9.53, 'D minor': 8.39, 'D major': 7.63}",-35.85,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00082.wav
blues.00083.wav,blues,Drivin Old Grey,Buckwheat Zydeco,135.99917763157896,"{'F major': 11.06, 'A# minor': 9.36, 'A# major': 9.21}",-37.45,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00083.wav
blues.00084.wav,blues,Zydeco Honky Tonk,Buckwheat Zydeco,112.34714673913044,"{'C minor': 9.54, 'D# major': 9.34, 'G minor': 8.9}",-37.39,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00084.wav
blues.00085.wav,blues,Crow Jane,Hot Toddy,143.5546875,"{'G major': 10.61, 'C major': 7.36, 'C minor': 7.31}",-50.55,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00085.wav
blues.00086.wav,blues,Cross Cut Saw,Hot Toddy,123.046875,"{'G minor': 8.68, 'G major': 7.71, 'D major': 6.76}",-53.01,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00086.wav
blues.00087.wav,blues,Right From The Start,Hot Toddy,172.265625,"{'C# major': 10.71, 'C# minor': 8.22, 'F# major': 8.18}",-49.12,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00087.wav
blues.00088.wav,blues,She's My Girl,Hot Toddy,172.265625,"{'A# minor': 9.95, 'G minor': 9.74, 'D minor': 9.28}",-50.95,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00088.wav
blues.00089.wav,blues,I Wish You Would,Hot Toddy,107.666015625,"{'A minor': 14.2, 'A major': 12.54, 'E major': 9.79}",-63.57,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00089.wav
blues.00090.wav,blues,One More Night,Hot Toddy,143.5546875,"{'E major': 8.94, 'E minor': 8.55, 'A major': 8.29}",-49.4,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00090.wav
blues.00091.wav,blues,Rescue Me,Hot Toddy,63.02400914634146,"{'E major': 8.68, 'C# minor': 7.75, 'E minor': 7.56}",-50.47,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00091.wav
blues.00092.wav,blues,Neighbors Land,Hot Toddy,83.35433467741936,"{'F# minor': 9.01, 'E major': 8.39, 'E minor': 7.68}",-62.09,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00092.wav
blues.00093.wav,blues,Mermaids Flirt With Me,Hot Toddy,58.72691761363637,"{'E major': 9.52, 'A minor': 7.96, 'E minor': 7.34}",-61.96,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00093.wav
blues.00094.wav,blues,My Babe,Hot Toddy,103.359375,"{'A major': 10.2, 'C# minor': 9.4, 'A minor': 9.35}",-54.83,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00094.wav
blues.00095.wav,blues,Down By The Riverside,Hot Toddy,135.99917763157896,"{'E minor': 8.71, 'E major': 7.48, 'C major': 6.54}",-45.53,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00095.wav
blues.00096.wav,blues,,,143.5546875,"{'E major': 11.87, 'E minor': 9.96, 'C# minor': 7.21}",-53.2,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00096.wav
blues.00097.wav,blues,,,117.45383522727272,"{'C# minor': 10.05, 'C# major': 9.83, 'F# minor': 8.54}",-46.32,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00097.wav
blues.00098.wav,blues,Iceman,Albert Collins,123.046875,"{'G minor': 9.1, 'G major': 7.9, 'C major': 7.54}",-35.69,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00098.wav
blues.00099.wav,blues,Lights Are On But Nobody's Home,Albert Collins,92.28515625,"{'C major': 8.52, 'F major': 7.15, 'A minor': 7.01}",-45.82,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/blues/blues.00099.wav
classical.00000.wav,classical,"Concerto for Oboe d'Amore, Strings, and Continuo in D, BWV 1053 - Reconstruction; Arnold Mehl : 1. (Allegro)",Camerata Bern,95.703125,"{'D major': 10.72, 'A major': 8.39, 'B minor': 7.92}",-46.46,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/classical/classical.00000.wav
classical.00001.wav,classical,"J.S. Bach: Concerto for Oboe d'Amore, Strings & Continuo in D Major, BWV 1053R - Reconstr. Mehl - 2. Siciliano",Heinz Holliger,112.34714673913044,"{'B minor': 12.23, 'D major': 9.24, 'G major': 8.37}",-51.43,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/classical/classical.00001.wav
classical.00002.wav,classical,"J.S. Bach: Concerto for Oboe d'Amore, Strings & Continuo in D Major, BWV 1053R - Reconstr. Mehl - 3. Allegro",Heinz Holliger,99.38401442307692,"{'A major': 8.6, 'D major': 7.38, 'E major': 6.55}",-41.85,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/classical/classical.00002.wav
classical.00003.wav,classical,"J.S. Bach: Cantata ""Ich steh mit einem Fuß im Grabe"" BWV 156 - Sinfonia",Heinz Holliger,71.77734375,"{'C major': 8.11, 'G major': 7.13, 'C minor': 7.04}",-51.9,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/classical/classical.00003.wav
classical.00004.wav,classical,"J.S. Bach: Canonic Trio in F, BWV 1040",Heinz Holliger,161.4990234375,"{'A minor': 9.3, 'C major': 8.81, 'F major': 7.58}",-46.48,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/classical/classical.00004.wav
classical.00005.wav,classical,"C.P.E. Bach: Oboe Concerto in E flat, Wq 165 - 1. Allegro",Heinz Holliger,143.5546875,"{'G# major': 10.31, 'D# major': 10.11, 'C minor': 9.04}",-47.3,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/classical/classical.00005.wav
classical.00006.wav,classical,"C.P.E. Bach: Oboe Concerto in E flat, Wq 165 - 2. Adagio ma non troppo",Heinz Holliger,99.38401442307692,"{'C minor': 11.08, 'F minor': 8.3, 'C major': 7.92}",-49.0,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/classical/classical.00006.wav
classical.00007.wav,classical,"C.P.E. Bach: Oboe Concerto In E Flat, Wq 165 - 3. Allegro ma non troppo",Heinz Holliger,215.33203125,"{'D# major': 10.4, 'A# major': 8.51, 'D# minor': 8.47}",-50.56,/Users/datoapanta/Desktop/mma_2024/dataset/data/gtzan/genres/classical/classical.00007.wav
